Medidor	Planta	Folha	AE	AD	FAtot	FArel	FAtot_abs	FArel_abs	Atot
Pavel	33	4	10.807	12.367	1.56	0.0673168206	1.56	0.0673168206	23.174
Pavel	33	11	19.566	17.962	-1.604	-0.0427414197	1.604	0.0427414197	37.528
Pavel	33	1	12.025	10.203	-1.822	-0.0819686881	1.822	0.0819686881	22.228
Pavel	33	12	19.73	15.639	-4.091	-0.1156662614	4.091	0.1156662614	35.369
Pavel	33	8	9.012	13.651	4.639	0.2046948771	4.639	0.2046948771	22.663
Pavel	33	15	27.012	21.971	-5.041	-0.1029132556	5.041	0.1029132556	48.983
Pavel	34	14	40.947	40.949	0.002	2.4421217153406E-005	0.002	2.4421217153406E-005	81.896
Pavel	34	15	23.202	23.511	0.309	0.006614861	0.309	0.006614861	46.713
Pavel	34	6	16.926	17.302	0.376	0.0109851583	0.376	0.0109851583	34.228
Pavel	34	11	10.248	10.756	0.508	0.0241858694	0.508	0.0241858694	21.004
Pavel	34	3	17.164	16.209	-0.955	-0.028615947	0.955	0.028615947	33.373
Pavel	34	12	25.126	24.14	-0.986	-0.0200138026	0.986	0.0200138026	49.266
Pavel	34	9	24.372	25.489	1.117	0.0224022783	1.117	0.0224022783	49.861
Pavel	34	2	31.61	32.757	1.147	0.0178196902	1.147	0.0178196902	64.367
Pavel	34	5	21.918	20.489	-1.429	-0.033697267	1.429	0.033697267	42.407
Pavel	34	13	36.793	34.641	-2.152	-0.0301257104	2.152	0.0301257104	71.434
Pavel	34	8	29.911	33.355	3.444	0.0544368223	3.444	0.0544368223	63.266
Pavel	34	4	13.631	17.475	3.844	0.1235774449	3.844	0.1235774449	31.106
Pavel	34	1	41.459	37.471	-3.988	-0.0505257823	3.988	0.0505257823	78.93
Pavel	34	10	33.729	37.904	4.175	0.0582831935	4.175	0.0582831935	71.633
Pavel	34	7	28.49	33.457	4.967	0.0801814454	4.967	0.0801814454	61.947
Pavel	35	1	30.142	30.196	0.054	0.0008949584	0.054	0.0008949584	60.338
Pavel	35	3	12.987	13.233	0.246	0.009382151	0.246	0.009382151	26.22
Pavel	35	12	21.455	21.995	0.54	0.0124280783	0.54	0.0124280783	43.45
Pavel	35	14	26.626	25.773	-0.853	-0.0162789366	0.853	0.0162789366	52.399
Pavel	35	13	25.907	24.982	-0.925	-0.0181768162	0.925	0.0181768162	50.889
Pavel	35	2	23.85	22.865	-0.985	-0.0210853045	0.985	0.0210853045	46.715
Pavel	35	8	21.5	22.751	1.251	0.0282705476	1.251	0.0282705476	44.251
Pavel	35	15	11.576	13.111	1.535	0.0621784745	1.535	0.0621784745	24.687
Pavel	35	4	20.712	22.492	1.78	0.0411998889	1.78	0.0411998889	43.204
Pavel	35	9	23.736	21.882	-1.854	-0.0406418519	1.854	0.0406418519	45.618
Pavel	35	7	32.184	29.446	-2.738	-0.0444264157	2.738	0.0444264157	61.63
Pavel	35	11	24.271	21.215	-3.056	-0.0671855076	3.056	0.0671855076	45.486
Pavel	35	5	28.57	33.148	4.578	0.0741760913	4.578	0.0741760913	61.718
Pavel	35	6	33.208	37.957	4.749	0.066732242	4.749	0.066732242	71.165
Pavel	35	10	40.515	35.037	-5.478	-0.0725063532	5.478	0.0725063532	75.552
Pavel	36	7	17.424	17.331	-0.093	-0.002675874	0.093	0.002675874	34.755
Pavel	36	12	6.544	6.844	0.3	0.0224081267	0.3	0.0224081267	13.388
Pavel	36	14	18.057	17.724	-0.333	-0.0093066152	0.333	0.0093066152	35.781
Pavel	36	13	13.186	13.688	0.502	0.0186797648	0.502	0.0186797648	26.874
Pavel	36	9	18.504	19.133	0.629	0.0167122778	0.629	0.0167122778	37.637
Pavel	36	3	9.967	9.326	-0.641	-0.0332244856	0.641	0.0332244856	19.293
Pavel	36	6	18.998	18.277	-0.721	-0.019342723	0.721	0.019342723	37.275
Pavel	36	11	20.884	19.585	-1.299	-0.0320986434	1.299	0.0320986434	40.469
Pavel	36	4	31.642	33.442	1.8	0.0276565669	1.8	0.0276565669	65.084
Pavel	36	5	19.705	17.757	-1.948	-0.0519993594	1.948	0.0519993594	37.462
Pavel	36	1	27.293	24.025	-3.268	-0.0636813594	3.268	0.0636813594	51.318
Pavel	36	8	14.905	18.294	3.389	0.102081388	3.389	0.102081388	33.199
Pavel	36	2	21.43	24.835	3.405	0.0735977521	3.405	0.0735977521	46.265
Pavel	36	15	30.9	27.425	-3.475	-0.05957994	3.475	0.05957994	58.325
Pavel	36	10	15.065	21.105	6.04	0.1669892176	6.04	0.1669892176	36.17
Pavel	37	7	8.143	7.898	-0.245	-0.015273362	0.245	0.015273362	16.041
Pavel	37	10	7.9	8.536	0.636	0.0386955464	0.636	0.0386955464	16.436
Pavel	37	5	19.078	18.399	-0.679	-0.0181177789	0.679	0.0181177789	37.477
Pavel	37	1	16.305	15.241	-1.064	-0.0337285234	1.064	0.0337285234	31.546
Pavel	37	6	8.907	7.747	-1.16	-0.0696529362	1.16	0.0696529362	16.654
Pavel	37	9	8.456	9.84	1.384	0.0756449497	1.384	0.0756449497	18.296
Pavel	37	4	33.198	34.851	1.653	0.0242913195	1.653	0.0242913195	68.049
Pavel	37	13	23.502	25.622	2.12	0.0431560948	2.12	0.0431560948	49.124
Pavel	37	2	16.172	18.367	2.195	0.0635513478	2.195	0.0635513478	34.539
Pavel	37	3	20.201	22.621	2.42	0.0565130073	2.42	0.0565130073	42.822
Pavel	37	14	23.092	25.658	2.566	0.0526358974	2.566	0.0526358974	48.75
Pavel	37	12	26.836	22.924	-3.912	-0.0786173633	3.912	0.0786173633	49.76
Pavel	37	11	19.689	15.722	-3.967	-0.1120273361	3.967	0.1120273361	35.411
Pavel	37	8	22.311	17.646	-4.665	-0.1167505068	4.665	0.1167505068	39.957
Pavel	37	15	32.018	26.581	-5.437	-0.0927831533	5.437	0.0927831533	58.599
Pavel	38	7	23.325	23.502	0.177	0.0037798706	0.177	0.0037798706	46.827
Pavel	38	3	13.046	13.445	0.399	0.0150617191	0.399	0.0150617191	26.491
Pavel	38	14	21.836	22.595	0.759	0.0170826675	0.759	0.0170826675	44.431
Pavel	38	6	8.451	9.83	1.379	0.0754335102	1.379	0.0754335102	18.281
Pavel	38	13	12.773	11.368	-1.405	-0.0581997432	1.405	0.0581997432	24.141
Pavel	38	11	23.316	24.897	1.581	0.0327919856	1.581	0.0327919856	48.213
Pavel	38	5	15.766	17.367	1.601	0.0483204056	1.601	0.0483204056	33.133
Pavel	38	15	21.561	23.416	1.855	0.0412433021	1.855	0.0412433021	44.977
Pavel	38	9	26.524	24.661	-1.863	-0.036397382	1.863	0.036397382	51.185
Pavel	38	12	19.474	21.482	2.008	0.0490282254	2.008	0.0490282254	40.956
Pavel	38	1	19.823	17.348	-2.475	-0.0665841651	2.475	0.0665841651	37.171
Pavel	38	2	12.553	15.315	2.762	0.0991100904	2.762	0.0991100904	27.868
Pavel	38	10	30.859	27.498	-3.361	-0.0575937762	3.361	0.0575937762	58.357
Pavel	38	4	23.372	18.853	-4.519	-0.1070219065	4.519	0.1070219065	42.225
Pavel	38	8	19.988	26.172	6.184	0.1339688042	6.184	0.1339688042	46.16
Pavel	39	5	12.793	12.633	-0.16	-0.0062927712	0.16	0.0062927712	25.426
Pavel	39	1	24.976	24.72	-0.256	-0.00515132	0.256	0.00515132	49.696
Pavel	39	11	25.969	25.401	-0.568	-0.0110570372	0.568	0.0110570372	51.37
Pavel	39	12	26.573	25.732	-0.841	-0.0160787688	0.841	0.0160787688	52.305
Pavel	39	15	13.673	15.015	1.342	0.0467791411	1.342	0.0467791411	28.688
Pavel	39	13	20.248	21.639	1.391	0.033208394	1.391	0.033208394	41.887
Pavel	39	4	32.027	30.455	-1.572	-0.0251592459	1.572	0.0251592459	62.482
Pavel	39	6	21.146	22.817	1.671	0.038009235	1.671	0.038009235	43.963
Pavel	39	2	15.732	13.682	-2.05	-0.0696947032	2.05	0.0696947032	29.414
Pavel	39	9	29.927	27.737	-2.19	-0.0379786349	2.19	0.0379786349	57.664
Pavel	39	14	11.681	14.508	2.827	0.1079460842	2.827	0.1079460842	26.189
Pavel	39	7	42.727	45.701	2.974	0.0336318813	2.974	0.0336318813	88.428
Pavel	39	10	20.962	24.336	3.374	0.0744845247	3.374	0.0744845247	45.298
Pavel	39	3	25.014	29.225	4.211	0.0776378621	4.211	0.0776378621	54.239
Pavel	39	8	16.213	20.967	4.754	0.1278644432	4.754	0.1278644432	37.18
Pavel	40	9	32.415	32.497	0.082	0.0012632487	0.082	0.0012632487	64.912
Pavel	40	6	30.744	31.049	0.305	0.0049358342	0.305	0.0049358342	61.793
Pavel	40	15	24.521	24.01	-0.511	-0.0105293524	0.511	0.0105293524	48.531
Pavel	40	2	25.267	25.872	0.605	0.0118305012	0.605	0.0118305012	51.139
Pavel	40	1	18.112	17.367	-0.745	-0.020998337	0.745	0.020998337	35.479
Pavel	40	8	22.932	21.792	-1.14	-0.02548967	1.14	0.02548967	44.724
Pavel	40	5	25.529	24.373	-1.156	-0.0231654042	1.156	0.0231654042	49.902
Pavel	40	12	26.81	28.064	1.254	0.0228523527	1.254	0.0228523527	54.874
Pavel	40	3	10.793	12.21	1.417	0.0616006608	1.417	0.0616006608	23.003
Pavel	40	13	12.387	13.817	1.43	0.0545718211	1.43	0.0545718211	26.204
Pavel	40	14	30.629	28.155	-2.474	-0.042086282	2.474	0.042086282	58.784
Pavel	40	4	39.078	34.905	-4.173	-0.0564048498	4.173	0.0564048498	73.983
Pavel	40	11	21.937	26.373	4.436	0.091823639	4.436	0.091823639	48.31
Pavel	40	7	34.87	42.641	7.771	0.1002567378	7.771	0.1002567378	77.511
Pavel	41	7	15.437	15.114	-0.323	-0.0105724854	0.323	0.0105724854	30.551
Pavel	41	6	9.694	10.345	0.651	0.032486651	0.651	0.032486651	20.039
Pavel	41	8	22.22	21.431	-0.789	-0.0180751873	0.789	0.0180751873	43.651
Pavel	41	14	16.202	17.152	0.95	0.0284823409	0.95	0.0284823409	33.354
Pavel	41	2	14.028	12.931	-1.097	-0.0406914203	1.097	0.0406914203	26.959
Pavel	41	12	14.181	15.407	1.226	0.0414357172	1.226	0.0414357172	29.588
Pavel	41	13	21.856	23.346	1.49	0.0329631432	1.49	0.0329631432	45.202
Pavel	41	11	16.468	14.974	-1.494	-0.0475160613	1.494	0.0475160613	31.442
Pavel	41	1	19.701	21.22	1.519	0.037120305	1.519	0.037120305	40.921
Pavel	41	4	16.785	18.359	1.574	0.0447871614	1.574	0.0447871614	35.144
Pavel	41	10	13.873	16.012	2.139	0.0715743684	2.139	0.0715743684	29.885
Pavel	41	3	11.937	9.775	-2.162	-0.0995762712	2.162	0.0995762712	21.712
Pavel	41	9	9.995	12.466	2.471	0.1100129113	2.471	0.1100129113	22.461
Pavel	41	15	19.983	16.316	-3.667	-0.1010220667	3.667	0.1010220667	36.299
Pavel	41	5	10.053	14.641	4.588	0.18579412	4.588	0.18579412	24.694
Pavel	42	13	24.782	24.602	-0.18	-0.0036449052	0.18	0.0036449052	49.384
Pavel	42	15	12.664	12.897	0.233	0.0091154493	0.233	0.0091154493	25.561
Pavel	42	9	7.569	7.266	-0.303	-0.0204246714	0.303	0.0204246714	14.835
Pavel	42	11	13.163	13.528	0.365	0.0136750215	0.365	0.0136750215	26.691
Pavel	42	12	11.094	11.521	0.427	0.0188812735	0.427	0.0188812735	22.615
Pavel	42	14	15.022	14.539	-0.483	-0.0163390954	0.483	0.0163390954	29.561
Pavel	42	5	13.266	14.502	1.236	0.0445116681	1.236	0.0445116681	27.768
Pavel	42	8	11.157	12.508	1.351	0.0570885274	1.351	0.0570885274	23.665
Pavel	42	3	12.929	14.38	1.451	0.0531326669	1.451	0.0531326669	27.309
Pavel	42	2	18.616	20.17	1.554	0.0400660032	1.554	0.0400660032	38.786
Pavel	42	1	24.272	25.92	1.648	0.0328339178	1.648	0.0328339178	50.192
Pavel	42	10	18.354	16.694	-1.66	-0.0473636156	1.66	0.0473636156	35.048
Pavel	42	6	8.605	10.452	1.847	0.096919767	1.847	0.096919767	19.057
Pavel	42	4	11.827	9.703	-2.124	-0.0986530423	2.124	0.0986530423	21.53
Pavel	42	7	15.369	19.068	3.699	0.1074135378	3.699	0.1074135378	34.437
Pavel	43	1	5.064	5.254	0.19	0.0184144214	0.19	0.0184144214	10.318
Pavel	43	3	6.447	6.798	0.351	0.0265005663	0.351	0.0265005663	13.245
Pavel	43	15	4.856	4.473	-0.383	-0.0410547754	0.383	0.0410547754	9.329
Pavel	43	7	10.716	10.328	-0.388	-0.0184375594	0.388	0.0184375594	21.044
Pavel	43	10	6.477	6.915	0.438	0.0327060932	0.438	0.0327060932	13.392
Pavel	43	9	9.219	9.937	0.718	0.037481729	0.718	0.037481729	19.156
Pavel	43	4	5.817	5.083	-0.734	-0.0673394495	0.734	0.0673394495	10.9
Pavel	43	11	6.386	7.225	0.839	0.0616413195	0.839	0.0616413195	13.611
Pavel	43	2	6.387	7.227	0.84	0.06170119	0.84	0.06170119	13.614
Pavel	43	12	14.099	13.232	-0.867	-0.0317222202	0.867	0.0317222202	27.331
Pavel	43	8	12.538	13.421	0.883	0.0340151778	0.883	0.0340151778	25.959
Pavel	43	6	6.992	7.919	0.927	0.0621688686	0.927	0.0621688686	14.911
Pavel	43	5	10.049	11.003	0.954	0.0453163595	0.954	0.0453163595	21.052
Pavel	43	14	10.452	11.491	1.039	0.0473499521	1.039	0.0473499521	21.943
Pavel	43	13	12.696	11.576	-1.12	-0.0461437047	1.12	0.0461437047	24.272
Pavel	44	15	16.711	16.856	0.145	0.0043197188	0.145	0.0043197188	33.567
Pavel	44	3	9.298	9.764	0.466	0.0244465429	0.466	0.0244465429	19.062
Pavel	44	2	13.984	14.563	0.579	0.0202823414	0.579	0.0202823414	28.547
Pavel	44	6	8.324	8.903	0.579	0.0336100308	0.579	0.0336100308	17.227
Pavel	44	10	19.363	18.41	-0.953	-0.0252296614	0.953	0.0252296614	37.773
Pavel	44	9	12.175	13.151	0.976	0.0385374714	0.976	0.0385374714	25.326
Pavel	44	4	15.349	14.248	-1.101	-0.0371997162	1.101	0.0371997162	29.597
Pavel	44	12	11.743	10.298	-1.445	-0.0655596389	1.445	0.0655596389	22.041
Pavel	44	11	18.538	20.01	1.472	0.0381861575	1.472	0.0381861575	38.548
Pavel	44	14	14.926	16.653	1.727	0.0546882422	1.727	0.0546882422	31.579
Pavel	44	5	14.107	16.073	1.966	0.0651424785	1.966	0.0651424785	30.18
Pavel	44	7	14.536	17.78	3.244	0.1003837109	3.244	0.1003837109	32.316
Pavel	44	1	23.69	20.364	-3.326	-0.0754982521	3.326	0.0754982521	44.054
Pavel	44	13	16.132	19.589	3.457	0.0967778058	3.457	0.0967778058	35.721
Pavel	44	8	24.096	30.25	6.154	0.1132374048	6.154	0.1132374048	54.346
Pavel	45	6	8.174	8.274	0.1	0.0060797665	0.1	0.0060797665	16.448
Pavel	45	2	11.585	10.92	-0.665	-0.0295489891	0.665	0.0295489891	22.505
Pavel	45	12	16.04	16.725	0.685	0.0209064551	0.685	0.0209064551	32.765
Pavel	45	8	7.106	7.806	0.7	0.0469420601	0.7	0.0469420601	14.912
Pavel	45	7	9.789	10.49	0.701	0.0345677795	0.701	0.0345677795	20.279
Pavel	45	15	7.164	8.127	0.963	0.0629782225	0.963	0.0629782225	15.291
Pavel	45	14	16.298	17.453	1.155	0.0342212083	1.155	0.0342212083	33.751
Pavel	45	13	19.49	20.851	1.361	0.0337373888	1.361	0.0337373888	40.341
Pavel	45	3	6.459	8.297	1.838	0.1245595012	1.838	0.1245595012	14.756
Pavel	45	9	5.584	7.428	1.844	0.1417153397	1.844	0.1417153397	13.012
Pavel	45	10	15.904	18.263	2.359	0.0690432288	2.359	0.0690432288	34.167
Pavel	45	5	11.517	14.868	3.351	0.1270039795	3.351	0.1270039795	26.385
Pavel	45	11	10.827	14.204	3.377	0.1349127082	3.377	0.1349127082	25.031
Pavel	45	4	11.841	17.937	6.096	0.2047148902	6.096	0.2047148902	29.778
Pavel	45	1	22.418	16.291	-6.127	-0.1582836033	6.127	0.1582836033	38.709
Pavel	46	9	12.352	12.602	0.25	0.0100184339	0.25	0.0100184339	24.954
Pavel	46	4	28.936	29.271	0.335	0.0057553215	0.335	0.0057553215	58.207
Pavel	46	7	7.75	8.172	0.422	0.026504208	0.422	0.026504208	15.922
Pavel	46	6	11.058	11.67	0.612	0.0269271383	0.612	0.0269271383	22.728
Pavel	46	2	16.939	18.179	1.24	0.0353095279	1.24	0.0353095279	35.118
Pavel	46	14	20.417	18.677	-1.74	-0.0445081087	1.74	0.0445081087	39.094
Pavel	46	15	9.623	11.546	1.923	0.0908403798	1.923	0.0908403798	21.169
Pavel	46	3	26.203	23.759	-2.444	-0.0489171771	2.444	0.0489171771	49.962
Pavel	46	10	14.618	11.994	-2.624	-0.0986021344	2.624	0.0986021344	26.612
Pavel	46	8	13.438	16.229	2.791	0.0940775946	2.791	0.0940775946	29.667
Pavel	46	1	24.543	21.505	-3.038	-0.0659746352	3.038	0.0659746352	46.048
Pavel	46	12	19.057	16.016	-3.041	-0.0867048727	3.041	0.0867048727	35.073
Pavel	46	11	22.86	26.238	3.378	0.0688011732	3.378	0.0688011732	49.098
Pavel	46	5	14.379	10.545	-3.834	-0.153827636	3.834	0.153827636	24.924
Pavel	46	13	23.99	27.85	3.86	0.0744598765	3.86	0.0744598765	51.84
Pavel	47	12	18.296	18.485	0.189	0.0051385226	0.189	0.0051385226	36.781
Pavel	47	2	12.968	13.176	0.208	0.0079559364	0.208	0.0079559364	26.144
Pavel	47	3	11.104	11.901	0.797	0.0346446425	0.797	0.0346446425	23.005
Pavel	47	1	15.251	14.391	-0.86	-0.0290128871	0.86	0.0290128871	29.642
Pavel	47	9	8.216	7.156	-1.06	-0.0689565444	1.06	0.0689565444	15.372
Pavel	47	5	12.855	14.008	1.153	0.0429214905	1.153	0.0429214905	26.863
Pavel	47	7	11.054	9.731	-1.323	-0.0636516719	1.323	0.0636516719	20.785
Pavel	47	15	24.658	23.249	-1.409	-0.0294111508	1.409	0.0294111508	47.907
Pavel	47	10	10.069	8.316	-1.753	-0.0953494697	1.753	0.0953494697	18.385
Pavel	47	4	24.328	22.121	-2.207	-0.0475144782	2.207	0.0475144782	46.449
Pavel	47	8	6.151	8.995	2.844	0.1877723491	2.844	0.1877723491	15.146
Pavel	47	14	32.072	34.934	2.862	0.0427125929	2.862	0.0427125929	67.006
Pavel	47	13	12.859	15.934	3.075	0.1067967909	3.075	0.1067967909	28.793
Pavel	47	6	15.228	11.798	-3.43	-0.1269148228	3.43	0.1269148228	27.026
Pavel	47	11	17.137	20.802	3.665	0.0966024408	3.665	0.0966024408	37.939
Pavel	48	7	18.762	18.929	0.167	0.004430766	0.167	0.004430766	37.691
Pavel	48	10	14.582	14.258	-0.324	-0.0112343967	0.324	0.0112343967	28.84
Pavel	48	14	12.811	13.466	0.655	0.024926742	0.655	0.024926742	26.277
Pavel	48	12	27.418	26.76	-0.658	-0.0121451512	0.658	0.0121451512	54.178
Pavel	48	8	13.028	13.858	0.83	0.0308710853	0.83	0.0308710853	26.886
Pavel	48	13	34.108	32.835	-1.273	-0.0190161779	1.273	0.0190161779	66.943
Pavel	48	3	8.444	9.733	1.289	0.0709137922	1.289	0.0709137922	18.177
Pavel	48	15	9.355	10.709	1.354	0.067484051	1.354	0.067484051	20.064
Pavel	48	4	9.696	11.244	1.548	0.0739255014	1.548	0.0739255014	20.94
Pavel	48	1	14.284	16.076	1.792	0.0590250329	1.792	0.0590250329	30.36
Pavel	48	6	15.726	17.559	1.833	0.0550698513	1.833	0.0550698513	33.285
Pavel	48	5	16.398	14.095	-2.303	-0.0755255304	2.303	0.0755255304	30.493
Pavel	48	9	11.459	15.923	4.464	0.1630268059	4.464	0.1630268059	27.382
Pavel	48	2	9.229	14.444	5.215	0.220293161	5.215	0.220293161	23.673
Pavel	48	11	11.609	17.989	6.38	0.2155551051	6.38	0.2155551051	29.598
Pavel	49	12	17.672	17.471	-0.201	-0.0057194889	0.201	0.0057194889	35.143
Pavel	49	11	22.118	22.663	0.545	0.0121703401	0.545	0.0121703401	44.781
Pavel	49	8	16.835	18.24	1.405	0.0400570207	1.405	0.0400570207	35.075
Pavel	49	1	25.294	23.867	-1.427	-0.0290270743	1.427	0.0290270743	49.161
Pavel	49	2	19.863	18.414	-1.449	-0.0378556313	1.449	0.0378556313	38.277
Pavel	49	3	10.429	8.851	-1.578	-0.081846473	1.578	0.081846473	19.28
Pavel	49	7	18.069	20.459	2.39	0.0620328073	2.39	0.0620328073	38.528
Pavel	49	15	23.397	26.075	2.678	0.05413163	2.678	0.05413163	49.472
Pavel	49	10	14.149	17.335	3.186	0.1011942574	3.186	0.1011942574	31.484
Pavel	49	6	23.543	27.125	3.582	0.070695508	3.582	0.070695508	50.668
Pavel	49	14	36.925	33.29	-3.635	-0.0517695649	3.635	0.0517695649	70.215
Pavel	49	13	18.576	14.849	-3.727	-0.1115033657	3.727	0.1115033657	33.425
Pavel	49	5	30.302	35.018	4.716	0.0721984078	4.716	0.0721984078	65.32
Pavel	49	4	31.814	25.899	-5.915	-0.102489907	5.915	0.102489907	57.713
Pavel	49	9	18.779	26.407	7.628	0.1688133493	7.628	0.1688133493	45.186
Pavel	50	10	18.486	18.365	-0.121	-0.003283493	0.121	0.003283493	36.851
Pavel	50	8	18.403	18.709	0.306	0.0082453115	0.306	0.0082453115	37.112
Pavel	50	6	13.309	12.727	-0.582	-0.0223536642	0.582	0.0223536642	26.036
Pavel	50	13	16.233	15.467	-0.766	-0.0241640379	0.766	0.0241640379	31.7
Pavel	50	5	33.734	34.514	0.78	0.0114289063	0.78	0.0114289063	68.248
Pavel	50	7	15.218	13.918	-1.3	-0.0446183416	1.3	0.0446183416	29.136
Pavel	50	4	30.446	32.274	1.828	0.0291454082	1.828	0.0291454082	62.72
Pavel	50	15	29.756	31.712	1.956	0.0318214355	1.956	0.0318214355	61.468
Pavel	50	2	22.283	24.344	2.061	0.0442018573	2.061	0.0442018573	46.627
Pavel	50	11	22.627	25.066	2.439	0.0511395802	2.439	0.0511395802	47.693
Pavel	50	3	13.038	15.716	2.678	0.0931348682	2.678	0.0931348682	28.754
Pavel	50	1	23.401	19.955	-3.446	-0.079481502	3.446	0.079481502	43.356
Pavel	50	14	34.088	37.549	3.461	0.0483130226	3.461	0.0483130226	71.637
Pavel	50	12	19.428	24.279	4.851	0.1109890864	4.851	0.1109890864	43.707
Pavel	50	9	33.507	39.858	6.351	0.0865671642	6.351	0.0865671642	73.365
Pavel	51	9	14.453	14.336	-0.117	-0.0040640522	0.117	0.0040640522	28.789
Pavel	51	2	7.235	7.413	0.178	0.0121518296	0.178	0.0121518296	14.648
Pavel	51	3	7.453	7.075	-0.378	-0.0260187225	0.378	0.0260187225	14.528
Pavel	51	1	5.617	6.023	0.406	0.0348797251	0.406	0.0348797251	11.64
Pavel	51	7	10.797	11.296	0.499	0.0225863396	0.499	0.0225863396	22.093
Pavel	51	5	9.425	10.051	0.626	0.0321421236	0.626	0.0321421236	19.476
Pavel	51	10	14.168	14.849	0.681	0.0234690009	0.681	0.0234690009	29.017
Pavel	51	14	22.13	21.334	-0.796	-0.018314007	0.796	0.018314007	43.464
Pavel	51	13	11.493	10.675	-0.818	-0.0369000361	0.818	0.0369000361	22.168
Pavel	51	4	8.916	9.82	0.904	0.0482493595	0.904	0.0482493595	18.736
Pavel	51	8	13.601	12.505	-1.096	-0.041982686	1.096	0.041982686	26.106
Pavel	51	11	15.984	14.724	-1.26	-0.041031653	1.26	0.041031653	30.708
Pavel	51	12	18.766	17.104	-1.662	-0.0463339838	1.662	0.0463339838	35.87
Pavel	51	6	7.898	9.651	1.753	0.0998917317	1.753	0.0998917317	17.549
Pavel	51	15	15.363	17.135	1.772	0.0545264324	1.772	0.0545264324	32.498
Pavel	52	10	20.087	19.937	-0.15	-0.0037477513	0.15	0.0037477513	40.024
Pavel	52	9	14.012	14.251	0.239	0.0084562856	0.239	0.0084562856	28.263
Pavel	52	2	11.294	11.704	0.41	0.0178276372	0.41	0.0178276372	22.998
Pavel	52	6	10.682	11.163	0.481	0.0220187686	0.481	0.0220187686	21.845
Pavel	52	4	12.842	13.525	0.683	0.0259035916	0.683	0.0259035916	26.367
Pavel	52	14	26.535	25.794	-0.741	-0.0141604082	0.741	0.0141604082	52.329
Pavel	52	8	15.05	14.169	-0.881	-0.0301516137	0.881	0.0301516137	29.219
Pavel	52	5	12.754	11.628	-1.126	-0.0461816094	1.126	0.0461816094	24.382
Pavel	52	15	17.695	16.469	-1.226	-0.0358857277	1.226	0.0358857277	34.164
Pavel	52	12	14.543	16.452	1.909	0.0615905791	1.909	0.0615905791	30.995
Pavel	52	3	20.519	23.142	2.623	0.0600764985	2.623	0.0600764985	43.661
Pavel	52	7	8.591	11.701	3.11	0.1532623694	3.11	0.1532623694	20.292
Pavel	52	1	16.402	20.885	4.483	0.1202295706	4.483	0.1202295706	37.287
Pavel	52	11	16.605	25.198	8.593	0.2055594096	8.593	0.2055594096	41.803
Pavel	52	13	32.858	21.818	-11.04	-0.2019167459	11.04	0.2019167459	54.676
Pavel	53	13	19.647	21.122	1.475	0.0361794501	1.475	0.0361794501	40.769
Pavel	53	1	23.767	25.961	2.194	0.0441200129	2.194	0.0441200129	49.728
Pavel	53	12	16.398	13.574	-2.824	-0.0942212732	2.824	0.0942212732	29.972
Pavel	53	2	17.125	20.21	3.085	0.0826302397	3.085	0.0826302397	37.335
Pavel	53	14	15.692	19.735	4.043	0.1141219973	4.043	0.1141219973	35.427
Pavel	53	8	14.444	18.899	4.455	0.1336112527	4.455	0.1336112527	33.343
Pavel	53	10	32.55	28.051	-4.499	-0.074239699	4.499	0.074239699	60.601
Pavel	53	3	21.97	16.771	-5.199	-0.1341989107	5.199	0.1341989107	38.741
Pavel	53	4	20.438	26.716	6.278	0.1331382279	6.278	0.1331382279	47.154
Pavel	53	15	29.716	22.731	-6.985	-0.1331820695	6.985	0.1331820695	52.447
Pavel	53	7	19.726	12.538	-7.188	-0.2227870072	7.188	0.2227870072	32.264
Pavel	53	9	22.741	13.026	-9.715	-0.2716190902	9.715	0.2716190902	35.767
Pavel	54	8	10.393	10.49	0.097	0.0046449265	0.097	0.0046449265	20.883
Pavel	54	6	24.37	24.586	0.216	0.0044121252	0.216	0.0044121252	48.956
Pavel	54	10	24.928	25.463	0.535	0.0106169753	0.535	0.0106169753	50.391
Pavel	54	13	16.791	17.515	0.724	0.02110418	0.724	0.02110418	34.306
Pavel	54	9	26.233	25.087	-1.146	-0.0223304754	1.146	0.0223304754	51.32
Pavel	54	5	21.147	22.571	1.424	0.0325723958	1.424	0.0325723958	43.718
Pavel	54	11	11.735	13.222	1.487	0.0595824819	1.487	0.0595824819	24.957
Pavel	54	7	17.236	19.594	2.358	0.0640238936	2.358	0.0640238936	36.83
Pavel	54	1	24.615	21.408	-3.207	-0.06968255	3.207	0.06968255	46.023
Pavel	54	4	21.232	24.867	3.635	0.0788520358	3.635	0.0788520358	46.099
Pavel	54	12	17.385	21.511	4.126	0.1060777458	4.126	0.1060777458	38.896
Pavel	54	15	30.328	25.703	-4.625	-0.0825435919	4.625	0.0825435919	56.031
Pavel	54	14	40.289	35.517	-4.772	-0.0629501623	4.772	0.0629501623	75.806
Pavel	54	2	12.792	19.589	6.797	0.2099070443	6.797	0.2099070443	32.381
Pavel	54	3	24.188	12.296	-11.892	-0.3259511019	11.892	0.3259511019	36.484
Pavel	55	12	15.639	15.571	-0.068	-0.0021787888	0.068	0.0021787888	31.21
Pavel	55	6	12.051	11.891	-0.16	-0.0066828168	0.16	0.0066828168	23.942
Pavel	55	11	17.525	17.309	-0.216	-0.0062008383	0.216	0.0062008383	34.834
